CustomerID,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE
498,17,3908.63,229.92,45.63,2.68,5-Dec-15,2-Sep-21,123.41,53,2,0,1,3,0,3,8,96.99,0.00,58.09,161.79,0.00,1921.09,1670.67,3,11,3,0,1634.20,1491.45,782.98,0.00,3,7,6,1,448.68,3124.98,273.77,61.20
762,11,3362.11,305.65,53.91,4.90,2-Jul-20,2-Sep-21,38.82,53,0,0,1,9,0,0,1,0.00,0.00,390.19,2559.73,0.00,0.00,412.19,4,4,2,1,1414.26,1505.57,277.28,165.00,4,2,4,1,912.66,645.00,1414.26,390.19
803,35,3293.14,94.09,108.74,3.11,14-Feb-16,2-Sep-21,57.91,53,1,6,6,9,6,2,5,106.59,445.97,939.66,543.95,890.96,99.09,266.92,8,9,7,11,836.94,676.91,773.56,1005.73,11,2,15,7,797.93,138.99,1825.30,530.92
1334,21,2697.94,128.47,83.84,3.99,10-May-18,2-Sep-21,57.67,53,3,2,3,5,1,5,2,642.58,369.48,149.98,357.97,362.99,528.96,285.98,8,6,4,3,808.55,814.34,438.47,636.58,3,7,4,7,95.79,1307.03,550.07,745.05
4304,25,1681.32,67.25,97.82,3.91,17-May-19,2-Sep-21,33.56,53,4,3,2,3,10,3,0,323.99,161.97,118.98,131.97,602.94,341.47,0.00,8,7,3,7,378.93,567.46,229.99,504.94,0,12,4,9,0.00,851.41,232.97,596.94
7194,17,1336.55,78.62,76.85,4.52,18-May-19,2-Sep-21,49.29,53,1,2,0,6,3,2,3,39.99,89.18,0.00,414.96,282.97,144.48,364.97,2,3,7,5,188.58,221.07,492.25,434.65,1,8,5,3,58.09,464.54,539.95,273.97
9369,15,1179.05,78.60,73.87,4.92,16-Sep-20,2-Sep-21,23.4,53,3,1,3,1,2,2,3,155.18,160.99,160.27,81.00,165.26,113.98,342.37,7,3,3,2,395.55,407.37,197.07,179.06,2,2,5,6,154.99,178.06,422.55,423.45
84207,4,272.30,68.08,18.16,4.54,16-Aug-14,2-Sep-21,643.5,53,0,0,0,3,0,1,0,0.00,0.00,0.00,202.35,0.00,69.95,0.00,1,0,2,1,92.33,0.00,113.94,66.03,0,2,0,2,0.00,136.32,0.00,135.98
97272,3,235.50,78.50,0.00,0.00,20-Jan-15,2-Sep-21,805.67,53,1,1,0,1,0,0,0,39.00,129.00,0.00,67.50,0.00,0.00,0.00,1,0,1,1,67.50,0.00,129.00,39.00,0,0,3,0,0.00,0.00,235.50,0.00
98543,3,232.09,77.36,4.99,1.66,28-Nov-14,2-Sep-21,823.33,53,0,0,0,2,1,0,0,0.00,0.00,0.00,60.09,172.00,0.00,0.00,2,0,0,1,60.09,0.00,0.00,172.00,0,0,1,2,0.00,0.00,172.00,60.09
267,41,4920.85,120.02,196.55,4.79,30-Sep-19,1-Sep-21,17.12,54,10,7,10,2,6,3,3,1291.92,560.74,1325.32,435.18,730.65,227.97,349.07,7,12,10,12,663.04,1495.29,1350.32,1412.20,2,15,17,7,229.18,2490.87,1577.95,622.85
273,57,4895.90,85.89,150.55,2.64,21-Apr-19,1-Sep-21,15.16,54,8,5,9,2,17,11,5,497.07,214.07,750.77,169.08,1321.48,1655.44,287.99,18,5,9,25,1551.35,439.98,1025.95,1878.62,17,8,9,23,1243.63,787.97,1036.27,1828.03
394,31,4258.86,137.38,138.76,4.48,8-Feb-21,1-Sep-21,6.61,54,1,2,5,11,5,2,5,39.99,380.99,834.95,1544.01,770.97,64.99,622.96,5,8,9,9,1002.97,724.04,1070.92,1460.93,4,9,14,4,168.97,1327.93,2070.90,691.06
472,27,3992.53,147.87,93.83,3.48,20-Apr-20,1-Sep-21,18.48,54,1,1,11,2,2,2,8,229.50,163.49,1384.34,249.18,494.99,310.08,1160.95,14,1,6,6,2025.81,56.99,615.47,1294.26,3,6,8,10,392.68,1350.66,957.66,1291.53
568,21,3782.38,180.11,60.88,2.90,12-Jun-15,1-Sep-21,108.24,54,2,2,3,1,7,3,3,199.48,595.49,503.19,39.00,953.97,533.98,957.27,4,4,9,4,554.48,1109.97,1682.94,434.99,0,10,6,5,0.00,1457.94,1328.66,995.78
658,8,3576.73,447.09,39.93,4.99,11-Aug-19,1-Sep-21,94,54,0,0,1,2,0,1,4,0.00,0.00,105.99,704.19,0.00,1119.39,1647.16,1,2,2,3,105.99,1083.98,563.18,1823.58,0,1,6,1,0.00,260.99,3209.75,105.99
898,19,3157.75,166.20,28.95,1.52,28-Nov-15,1-Sep-21,110.74,54,1,1,3,2,4,2,6,258.00,211.99,280.99,189.00,176.99,464.19,1576.59,2,3,9,5,216.00,1054.00,911.58,976.17,1,7,5,6,64.99,701.99,733.98,1656.79
903,29,3147.23,108.53,137.73,4.75,14-Jun-17,1-Sep-21,53.1,54,8,5,4,1,5,3,3,1056.43,714.95,433.96,42.99,401.95,165.97,330.98,4,11,7,7,460.97,1305.89,501.43,878.94,1,12,7,9,84.99,1369.90,830.93,861.41
1297,17,2739.86,161.17,82.86,4.87,28-Feb-19,1-Sep-21,53.88,54,4,2,5,1,2,0,3,529.97,230.98,879.96,175.99,405.99,0.00,516.97,3,2,6,6,506.98,335.98,1031.95,864.95,1,10,1,5,315.00,1602.92,190.99,630.95
2008,18,2329.36,129.41,73.86,4.10,17-Apr-20,1-Sep-21,27.89,54,3,1,1,2,2,5,4,372.47,180.99,200.99,419.99,249.98,594.97,309.97,5,1,8,4,650.95,104.99,884.95,688.47,2,4,8,4,289.98,599.46,810.94,628.98
2115,24,2270.29,94.60,110.79,4.62,20-May-18,1-Sep-21,50,54,0,3,4,3,4,4,6,0.00,137.98,317.96,422.98,372.46,552.47,466.44,3,6,5,10,189.97,821.95,525.96,732.41,0,6,16,2,0.00,488.95,1649.36,131.98
3564,21,1825.32,86.92,97.82,4.66,8-Jul-18,1-Sep-21,54.81,54,5,1,4,5,1,1,4,305.95,85.99,461.98,491.45,59.99,76.99,342.97,7,2,6,6,437.94,224.48,450.94,711.96,0,6,10,5,0.00,443.94,836.41,544.97
6479,19,1401.61,73.77,72.86,3.83,29-May-20,1-Sep-21,24.21,54,1,1,3,2,4,5,3,68.99,139.99,264.18,132.99,198.72,240.57,356.17,2,5,6,6,266.19,427.71,355.15,352.56,0,5,4,10,0.00,425.16,194.72,781.73
10849,9,1094.95,121.66,27.95,3.11,28-Nov-14,1-Sep-21,274.33,54,1,0,4,2,2,0,0,70.99,0.00,504.59,248.18,271.19,0.00,0.00,3,1,4,1,395.10,70.99,461.66,167.20,0,4,0,5,0.00,605.87,0.00,489.08
21551,9,752.33,83.59,33.73,3.75,24-Sep-14,1-Sep-21,281.56,54,1,1,3,0,2,0,2,85.00,51.61,112.76,0.00,352.98,0.00,149.98,4,0,1,4,456.84,0.00,69.99,225.50,0,4,3,2,0.00,462.84,195.59,93.90
47864,5,441.95,88.39,4.95,0.99,21-Mar-15,1-Sep-21,471.2,54,0,0,4,0,0,1,0,0.00,0.00,189.00,0.00,0.00,252.95,0.00,4,0,1,0,189.00,0.00,252.95,0.00,0,0,4,1,0.00,0.00,189.00,252.95
152881,2,141.04,70.52,10.94,5.47,11-Oct-14,1-Sep-21,1258.5,54,0,0,1,0,0,1,0,0.00,0.00,77.09,0.00,0.00,63.95,0.00,1,1,0,0,77.09,63.95,0.00,0.00,0,1,1,0,0.00,63.95,77.09,0.00
159727,2,133.09,66.55,5.99,3.00,28-Nov-14,1-Sep-21,1234.5,54,0,0,1,0,1,0,0,0.00,0.00,77.09,0.00,56.00,0.00,0.00,1,0,0,1,77.09,0.00,0.00,56.00,0,0,1,1,0.00,0.00,56.00,77.09
248709,2,59.95,29.98,4.95,2.48,3-Jan-15,1-Sep-21,1216.5,54,0,0,1,0,0,1,0,0.00,0.00,55.00,0.00,0.00,4.95,0.00,2,0,0,0,59.95,0.00,0.00,0.00,0,1,0,1,0.00,55.00,0.00,4.95
311,35,4696.36,134.18,47.90,1.37,2-Apr-15,31-Aug-21,66.94,55,2,9,0,6,6,6,6,105.00,1416.99,0.00,659.91,1140.09,520.87,853.50,6,7,7,15,594.40,915.68,1077.49,2108.79,0,10,13,12,0.00,1022.00,1517.10,2157.26
587,26,3754.50,144.40,119.80,4.61,10-May-19,31-Aug-21,32.46,55,2,3,1,7,11,0,2,513.98,516.48,155.99,997.95,1392.92,0.00,177.18,4,7,3,12,677.98,941.94,420.98,1713.60,1,15,8,2,145.99,1917.09,1386.43,304.99
837,19,3248.02,170.95,62.02,3.26,19-Mar-20,31-Aug-21,27.89,55,5,1,1,1,5,3,3,1365.97,95.99,166.99,140.99,418.99,533.11,525.98,1,5,8,5,275.00,1180.98,699.96,1092.08,3,7,6,3,960.99,690.97,1241.95,354.11
858,9,3218.15,357.57,20.05,2.23,15-Jul-19,31-Aug-21,86.44,55,2,5,0,0,0,1,1,1166.39,1430.76,0.00,0.00,0.00,70.00,551.00,0,2,1,6,0.00,1296.99,696.00,1225.16,3,1,2,3,657.77,745.99,146.99,1667.40
942,21,3093.67,147.32,99.83,4.75,22-Jul-19,31-Aug-21,36.71,55,3,2,4,2,4,3,3,353.97,180.18,306.21,360.19,539.97,791.98,561.17,3,4,6,8,521.97,787.17,694.35,1090.18,0,5,10,6,0.00,858.16,1314.37,921.14
1483,31,2604.37,84.01,112.57,3.63,12-Oct-18,31-Aug-21,34,55,6,3,3,3,5,1,10,391.37,238.96,189.98,426.08,491.96,54.00,812.02,4,5,13,9,629.06,427.16,820.02,728.13,1,7,7,16,56.99,569.55,526.95,1450.88
1577,21,2552.35,121.54,89.85,4.28,8-Jan-17,31-Aug-21,80.76,55,2,4,2,2,4,1,6,260.98,482.47,181.98,97.98,346.99,256.99,924.96,4,10,3,4,317.97,1219.94,211.98,802.46,1,5,9,6,256.99,473.97,1297.44,523.95
2600,15,2084.26,138.95,73.86,4.92,17-Oct-19,31-Aug-21,45.6,55,0,2,3,2,5,2,1,0.00,304.48,504.47,360.98,596.16,137.18,180.99,3,5,4,3,553.47,609.85,609.97,310.97,0,8,3,4,0.00,1219.43,389.47,475.36
2767,13,2027.57,155.97,69.87,5.37,2-Apr-15,31-Aug-21,180.23,55,2,3,0,3,4,1,0,228.98,691.47,0.00,486.97,572.96,47.19,0.00,3,5,1,4,373.97,864.15,208.99,580.46,0,3,7,3,0.00,235.17,1201.43,590.97
3249,21,1892.09,90.10,112.79,5.37,18-Apr-16,31-Aug-21,93.38,55,2,4,3,1,6,3,2,145.98,362.96,200.97,94.09,564.14,399.97,123.98,3,6,6,6,158.97,560.14,598.54,574.44,1,4,9,7,80.49,314.06,828.61,668.93
3278,22,1886.11,85.73,96.81,4.40,29-Sep-20,31-Aug-21,15.27,55,2,2,15,1,1,1,0,165.98,403.49,1084.87,46.59,36.19,148.99,0.00,5,1,6,10,265.97,203.99,340.14,1076.01,8,8,4,2,682.54,464.12,301.47,437.98
6055,15,1443.79,96.25,45.79,3.05,27-Jun-14,31-Aug-21,174.8,55,0,3,1,1,5,1,4,0.00,234.98,103.99,29.00,719.98,4.95,350.89,4,1,4,6,303.94,85.99,314.88,738.98,0,4,5,6,0.00,394.94,426.87,621.98
8455,7,1239.98,177.14,12.98,1.85,5-Dec-14,31-Aug-21,351.57,55,0,1,0,0,5,1,0,0.00,100.99,0.00,0.00,993.99,145.00,0.00,2,1,2,2,568.00,145.00,280.99,245.99,0,3,0,4,0.00,395.99,0.00,843.99
14584,6,938.02,156.34,20.92,3.49,29-Jul-14,31-Aug-21,431.67,55,1,3,0,0,2,0,0,95.09,538.94,0.00,0.00,303.99,0.00,0.00,1,1,1,3,124.99,144.99,159.00,509.04,0,0,5,1,0.00,0.00,793.03,144.99
21230,9,758.94,84.33,32.94,3.66,20-Jun-14,31-Aug-21,292.11,55,3,1,2,1,2,0,0,244.98,54.99,169.98,164.99,124.00,0.00,0.00,1,2,4,2,63.99,247.98,226.99,219.98,2,2,4,1,270.98,169.99,253.98,63.99
95937,2,239.00,119.50,0.00,0.00,28-Nov-14,31-Aug-21,1234,55,0,1,0,0,1,0,0,0.00,75.00,0.00,0.00,164.00,0.00,0.00,0,0,0,2,0.00,0.00,0.00,239.00,0,1,1,0,0.00,75.00,164.00,0.00
139099,2,159.95,79.98,4.95,2.48,7-Jun-14,31-Aug-21,1321,55,0,1,0,0,0,1,0,0.00,100.00,0.00,0.00,0.00,59.95,0.00,1,0,0,1,59.95,0.00,0.00,100.00,0,1,1,0,0.00,59.95,100.00,0.00
194674,2,98.95,49.48,4.95,2.48,30-May-14,31-Aug-21,1325,55,0,1,0,0,1,0,0,0.00,94.00,0.00,0.00,4.95,0.00,0.00,0,0,0,2,0.00,0.00,0.00,98.95,0,0,1,1,0.00,0.00,94.00,4.95
254,28,4982.03,177.93,33.93,1.21,4-Mar-16,30-Aug-21,71.61,56,3,12,1,2,3,4,3,254.49,888.97,277.00,262.99,782.40,1922.99,593.19,7,14,3,4,1369.19,1510.38,347.98,1754.48,3,10,12,3,587.40,1603.18,2582.97,208.48
340,23,4496.84,195.51,82.84,3.60,7-Oct-16,30-Aug-21,77.74,56,5,1,5,6,2,3,1,429.46,138.99,913.96,1307.47,800.98,760.99,144.99,8,5,3,7,1576.45,972.96,295.97,1651.46,0,1,16,6,0.00,730.99,2681.90,1083.95
517,22,3870.50,175.93,99.80,4.54,17-Sep-19,30-Aug-21,32.41,56,8,6,4,1,3,0,0,1528.43,523.14,406.97,588.99,822.97,0.00,0.00,3,5,7,7,502.17,540.95,1348.93,1478.45,0,2,10,10,0.00,417.49,1748.91,1704.10
603,13,3697.58,284.43,10.98,0.84,3-Sep-19,30-Aug-21,55.92,56,1,2,1,0,0,4,5,432.59,1049.99,568.00,0.00,0.00,380.00,1267.00,3,1,0,9,1617.99,638.00,0.00,1441.59,0,0,10,3,0.00,0.00,2079.59,1617.99
609,26,3672.51,141.25,49.91,1.92,12-May-19,30-Aug-21,32.35,56,3,2,3,5,3,3,7,344.99,460.00,543.00,733.18,532.99,348.98,709.37,0,13,9,4,0.00,1942.36,1512.18,217.97,11,3,5,7,1768.17,489.99,678.38,735.97
614,23,3658.73,159.08,92.83,4.04,14-Oct-19,30-Aug-21,29.83,56,3,4,4,4,4,4,0,493.49,775.48,673.36,895.96,523.88,296.56,0.00,5,5,6,7,1016.75,723.06,821.84,1097.08,0,8,12,3,0.00,1457.23,1934.91,266.59
652,18,3586.91,199.27,85.81,4.77,25-Jan-15,30-Aug-21,133.83,56,2,2,2,3,3,2,4,89.48,140.99,930.48,1041.47,733.47,172.08,478.94,4,6,2,6,967.52,560.95,846.98,1211.46,1,5,5,7,74.99,1597.06,1149.97,764.89
885,9,3180.31,353.37,23.71,2.63,12-Jan-18,30-Aug-21,147.33,56,4,1,1,0,1,0,2,709.35,248.99,1462.99,0.00,183.99,0.00,574.99,1,2,3,3,248.99,598.99,1891.98,440.35,0,2,6,1,0.00,408.98,2356.33,415.00
966,12,3071.65,255.97,28.95,2.41,9-Sep-19,30-Aug-21,60.08,56,3,1,3,1,1,3,0,381.98,825.00,622.59,86.00,368.99,787.09,0.00,2,3,5,2,325.00,971.99,1110.57,664.09,0,3,8,1,0.00,374.00,2532.65,165.00
968,44,3068.29,69.73,183.69,4.17,13-Nov-16,30-Aug-21,39.8,56,2,2,8,6,9,11,6,112.48,130.99,498.94,458.04,501.93,770.93,594.98,9,7,12,16,689.93,652.97,684.92,1040.47,7,11,20,6,423.44,871.94,1377.97,394.94
1274,16,2763.94,172.75,65.84,4.12,21-Jun-14,30-Aug-21,164.19,56,3,0,5,2,1,3,2,655.08,0.00,785.97,340.98,154.99,601.98,224.94,0,3,4,9,0.00,407.97,864.98,1490.99,0,3,6,7,0.00,460.98,941.90,1361.06
2502,25,2117.37,84.69,86.37,3.45,11-Oct-15,30-Aug-21,86,56,3,1,5,3,4,6,3,196.57,1.00,394.97,247.97,266.97,765.96,243.93,4,8,2,11,454.99,646.35,87.00,929.03,0,8,11,6,0.00,571.52,1196.89,348.96
3237,38,1895.71,49.89,71.51,1.88,15-Jan-19,30-Aug-21,25.21,56,6,4,11,2,2,8,5,239.10,268.98,506.48,52.00,82.00,406.16,340.99,8,8,9,13,269.97,523.98,556.18,545.58,0,8,10,20,0.00,435.08,602.99,857.64
3791,21,1776.42,84.59,89.82,4.28,31-Jul-19,30-Aug-21,36.24,56,1,1,3,3,1,8,4,63.99,150.00,271.97,225.07,89.99,679.93,295.47,6,3,2,10,482.05,352.97,220.48,720.92,4,10,6,1,381.97,801.41,469.05,123.99
12601,20,1013.18,50.66,88.83,4.44,4-Apr-20,30-Aug-21,25.65,56,6,2,1,1,5,3,2,304.94,118.63,40.99,39.99,268.17,124.98,115.48,7,5,7,1,359.58,245.96,297.15,110.49,3,4,6,7,160.67,184.46,341.45,326.60
31013,6,598.84,99.81,16.34,2.72,11-Feb-15,30-Aug-21,398.67,56,1,0,2,0,0,3,0,51.91,0.00,183.94,0.00,0.00,362.99,0.00,2,1,2,1,306.99,103.95,135.99,51.91,1,0,0,5,243.00,0.00,0.00,355.84
67487,5,333.49,66.70,4.99,1.00,28-Nov-14,30-Aug-21,493.4,56,4,0,0,0,1,0,0,110.29,0.00,0.00,0.00,223.20,0.00,0.00,0,0,0,5,0.00,0.00,0.00,333.49,0,4,1,0,0.00,110.29,223.20,0.00
90,9,7096.76,788.53,22.96,2.55,10-Feb-17,29-Aug-21,184.56,57,0,1,2,2,1,1,2,0.00,904.99,1308.00,1044.99,859.99,1700.00,1278.79,4,1,2,2,4056.98,859.99,2056.99,122.80,2,3,3,1,1719.80,3023.97,1411.00,941.99
236,41,5123.76,124.97,146.76,3.58,19-Jan-18,29-Aug-21,32.15,57,10,4,3,4,6,5,9,1186.56,214.58,514.38,996.77,687.74,628.78,894.95,9,5,13,14,1033.15,569.17,1664.71,1856.73,0,9,15,17,0.00,833.36,1483.69,2806.71
936,23,3099.59,134.76,63.99,2.78,13-Jul-17,29-Aug-21,65.57,57,2,6,3,5,3,2,2,284.99,907.89,369.99,523.30,466.98,165.48,380.96,2,8,4,9,324.99,1233.45,358.00,1183.15,10,3,3,7,1502.35,157.32,356.00,1083.92
989,33,3037.20,92.04,157.70,4.78,1-Aug-17,29-Aug-21,45.12,57,5,7,7,0,2,6,6,550.95,539.44,761.94,0.00,122.98,474.95,586.94,7,7,10,9,571.94,593.44,1220.91,650.91,4,8,11,10,336.96,1020.93,882.40,796.91
1196,22,2815.43,127.97,120.68,5.49,30-Jul-14,29-Aug-21,117.59,57,8,2,6,3,1,1,1,1126.39,179.73,1065.40,292.97,39.95,56.00,54.99,5,6,6,5,789.71,1091.95,591.40,342.37,0,7,9,6,0.00,1130.89,1069.63,614.91
1765,17,2442.37,143.67,77.82,4.58,30-Mar-14,29-Aug-21,159.35,57,2,2,3,0,4,3,3,249.98,335.23,615.97,0.00,351.98,666.77,222.44,3,1,5,8,318.98,433.99,588.95,1100.45,0,3,9,5,0.00,312.97,921.19,1208.21
9355,11,1180.21,107.29,26.91,2.45,2-Mar-14,29-Aug-21,248.82,57,2,2,0,1,1,0,5,218.94,262.09,0.00,59.09,49.00,0.00,591.09,3,1,4,3,318.95,154.99,495.09,211.18,1,3,7,0,59.09,361.99,759.13,0.00
203057,2,92.44,46.22,10.94,5.47,28-Nov-14,29-Aug-21,1233,57,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00,36.45,0.00,55.99,0,0,0,2,0.00,0.00,0.00,92.44,0,1,0,1,0.00,36.45,0.00,55.99
277160,3,38.50,12.83,12.40,4.13,21-Nov-14,29-Aug-21,824.33,57,0,0,0,1,1,0,1,0.00,0.00,0.00,4.95,4.95,0.00,28.60,0,0,2,1,0.00,0.00,9.90,28.60,0,0,3,0,0.00,0.00,38.50,0.00
26,156,11349.58,72.75,462.93,2.97,8-Oct-19,28-Aug-21,4.42,58,14,15,24,32,21,30,20,987.80,1592.36,1847.96,2066.01,1733.49,1901.66,1220.30,32,39,32,53,2184.68,2729.89,2773.51,3661.50,19,56,55,26,1630.35,3799.10,3713.27,2206.86
382,21,4278.98,203.76,66.88,3.18,26-Dec-17,28-Aug-21,63.86,58,1,4,3,3,2,4,4,265.00,511.96,615.58,654.97,572.79,1146.48,512.20,1,2,8,10,304.99,390.99,1799.96,1783.04,0,6,7,8,0.00,1090.05,1345.74,1843.19
640,23,3615.00,157.17,59.90,2.60,22-Jan-21,28-Aug-21,9.48,58,3,1,0,4,3,12,0,377.99,123.99,0.00,329.99,283.00,2500.03,0.00,4,3,3,13,348.99,358.99,283.00,2624.02,10,0,5,8,1683.04,0.00,861.98,1069.98
1130,39,2887.53,74.04,140.73,3.61,8-Dec-19,28-Aug-21,16.13,58,0,3,4,6,5,14,7,0.00,297.97,176.98,479.95,263.17,1236.51,432.95,8,7,7,17,475.95,523.94,733.55,1154.09,7,10,15,7,409.96,888.72,1154.90,433.95
1502,27,2592.31,96.01,111.31,4.12,13-Jun-17,28-Aug-21,56.93,58,1,8,3,3,3,1,8,53.50,911.18,187.97,474.98,155.23,40.02,769.43,3,9,7,8,125.72,1180.19,558.19,728.21,0,2,13,12,0.00,185.48,1086.43,1320.40
1781,12,2434.50,202.88,75.04,6.25,29-Oct-20,28-Aug-21,25.25,58,1,3,0,5,1,1,1,135.19,790.73,0.00,1220.31,73.49,33.19,181.59,0,5,0,7,0.00,908.95,0.00,1525.55,2,7,1,2,588.19,1016.98,180.99,648.34
2240,21,2212.93,105.38,103.83,4.94,25-Dec-18,28-Aug-21,46.52,58,5,3,1,3,1,3,5,525.20,297.48,134.99,339.48,45.99,317.08,552.71,2,5,5,9,182.49,607.45,481.56,941.43,4,8,8,1,563.97,670.79,869.68,108.49
2819,18,2013.84,111.88,88.84,4.94,6-Feb-19,28-Aug-21,51.89,58,2,1,2,3,0,7,3,260.98,150.99,247.98,310.97,0.00,557.94,484.98,3,4,3,8,359.97,666.97,343.97,642.93,3,5,1,9,346.97,664.96,140.99,860.92
2936,15,1979.11,131.94,71.86,4.79,4-Dec-16,28-Aug-21,115.2,58,1,4,2,0,2,3,3,77.44,464.76,554.98,0.00,297.98,322.97,260.98,3,2,4,6,501.18,296.38,376.16,805.39,0,1,11,3,0.00,204.19,1519.95,254.97
7864,9,1283.99,142.67,6.99,0.78,26-Jun-14,28-Aug-21,291.11,58,3,0,0,2,2,2,0,430.99,0.00,0.00,140.00,549.00,164.00,0.00,1,4,0,4,100.00,479.99,0.00,704.00,0,2,2,5,0.00,568.99,151.00,564.00
16464,10,878.86,87.89,21.96,2.20,21-Dec-14,28-Aug-21,244.2,58,0,1,0,2,2,3,2,0.00,81.49,0.00,147.39,207.19,284.39,158.40,2,1,1,6,158.68,130.00,0.00,590.18,1,5,1,3,77.19,501.28,153.00,147.39
23333,9,717.67,79.74,19.97,2.22,30-Mar-15,28-Aug-21,260.33,58,1,0,4,3,0,1,0,40.00,0.00,356.68,190.00,0.00,130.99,0.00,2,3,1,3,200.19,212.49,55.00,249.99,0,5,1,3,0.00,437.18,56.00,224.49
25488,12,678.30,56.53,42.80,3.57,14-Feb-14,28-Aug-21,229.33,58,3,0,3,2,1,3,0,206.37,0.00,103.95,65.94,89.10,212.94,0.00,2,3,4,3,115.99,239.24,76.89,246.18,0,5,5,2,0.00,339.13,302.18,36.99
66722,3,336.94,112.31,9.94,3.31,17-Jun-14,28-Aug-21,876.33,58,0,1,1,0,0,1,0,0.00,74.95,122.00,0.00,0.00,139.99,0.00,0,0,1,2,0.00,0.00,74.95,261.99,0,2,1,0,0.00,261.99,74.95,0.00
71162,3,318.59,106.20,3.99,1.33,15-Nov-14,28-Aug-21,826,58,0,1,0,0,0,2,0,0.00,62.99,0.00,0.00,0.00,255.60,0.00,0,1,0,2,0.00,121.50,0.00,197.09,0,2,1,0,0.00,184.49,134.10,0.00
282,20,4851.06,242.55,19.96,1.00,16-Aug-20,27-Aug-21,18.8,59,1,0,5,5,4,4,1,625.09,0.00,425.98,592.00,1091.00,1621.99,495.00,4,6,1,9,1883.08,1054.00,495.00,1418.98,3,5,3,9,377.00,1482.99,1180.08,1810.99
500,25,3901.01,156.04,107.81,4.31,7-Dec-18,27-Aug-21,39.76,59,1,1,2,1,10,3,7,530.99,140.99,193.48,115.99,1449.14,322.98,1147.44,8,7,6,4,1183.93,1605.46,546.44,565.18,5,6,7,7,649.97,921.95,765.15,1563.94
752,44,3380.98,76.84,113.78,2.59,24-Nov-20,27-Aug-21,6.27,59,6,4,7,3,9,4,11,433.77,330.17,383.97,116.38,690.95,651.19,774.55,6,19,7,12,400.16,2129.49,237.98,613.35,7,15,15,7,422.17,711.93,1713.72,533.16
832,18,3257.01,180.95,56.91,3.16,30-Jan-17,27-Aug-21,92.78,59,6,2,3,1,5,0,1,633.98,569.08,438.99,1025.00,530.97,0.00,58.99,3,4,6,5,344.98,420.08,2077.98,413.97,0,6,7,5,0.00,855.99,1944.07,456.95
876,12,3188.92,265.74,52.92,4.41,6-Nov-20,27-Aug-21,24.5,59,0,4,0,2,4,1,1,0.00,1229.98,0.00,405.99,1121.96,154.99,276.00,3,3,3,3,1215.97,261.99,1165.98,544.98,1,7,4,0,277.00,2223.94,687.98,0.00
961,19,3074.91,161.84,49.91,2.63,26-Feb-20,27-Aug-21,28.84,59,5,3,3,0,6,2,0,450.99,464.99,330.99,0.00,1436.95,390.99,0.00,4,1,0,14,840.97,350.00,0.00,1883.94,1,4,12,2,450.00,810.97,1616.96,196.98
1282,36,2754.75,76.52,71.90,2.00,23-Oct-17,27-Aug-21,39,59,4,4,7,3,7,5,6,230.74,314.23,756.73,115.74,359.07,261.25,716.99,6,10,11,9,735.48,619.75,867.70,531.82,9,11,4,12,743.32,963.21,299.24,748.98
2542,21,2105.25,100.25,78.85,3.75,7-Jun-20,27-Aug-21,21.24,59,4,1,4,4,3,1,4,370.59,85.19,478.37,402.17,266.97,164.99,336.97,1,5,7,8,94.99,423.36,785.77,801.13,1,7,10,3,85.99,745.33,989.95,283.98
3368,33,1867.74,56.60,83.84,2.54,30-Nov-20,27-Aug-21,8.18,59,6,6,2,4,7,1,7,422.97,346.09,103.48,296.47,345.47,59.99,293.27,7,5,6,15,403.57,212.77,466.95,784.45,5,6,9,13,242.48,378.06,503.97,743.23
3726,18,1788.69,99.37,58.84,3.27,11-Jan-15,27-Aug-21,134.44,59,3,3,1,3,3,4,1,201.98,181.98,108.99,497.44,211.08,458.22,129.00,4,3,8,3,493.98,325.24,735.40,234.07,4,6,3,5,552.98,567.20,334.44,334.07
